rank,udise_code,school,address,school_lat,school_lng,settlement,cluster,zone,distance_m,is_nearest
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Gada,JJR Nagar,Central,2898,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Arfath Nagar I & II,JJR Nagar,Central,3034,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Venkateshwara slum,Nagarbhavi,Central,3080,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,7th & 8th Mn Rd Padarayanapura,JJR Nagar,Central,3204,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,AK Colony,JJR Nagar,Central,3304,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Devarajurs Nagar,JJR Nagar,Central,3334,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Kole Basawa Community Jopadi,Peenya North,North,3395,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Handigudisalu,Majestic,North,3460,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Vinayaka Nagar,JJR Nagar,Central,3484,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,IPD Salappa Layout,Rayapuram,Central,3486,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,VS Garden,Rayapuram,Central,3501,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Janata Colony,JJR Nagar,Central,3552,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Narasimaiah Colony,JJR Nagar,Central,3618,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,AK Badavane,JJR Nagar,Central,3655,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Ganapathi Slum,Nagarbhavi,Central,3707,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Farookhiya Nagar I & II,JJR Nagar,Central,3724,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Ambedkar Quarters,Nagarbhavi,Central,3743,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Ambedkar Nagar-105,Nagarbhavi,Central,3743,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Boomatha Seva Sangha,JJR Nagar,Central,3744,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Harikunte,Rayapuram,Central,3758,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Sanjay Nagar,JJR Nagar,Central,3843,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,Maruthi Nagar A,Peenya North,North,3921,no
16,29200802627,BBMP MALAGALA JANATHA COLONY,"bbmpvikasnagar ,t dasarahalli",12.9745,77.52206,JJR Nagar North,Rayapuram,Central,3992,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Sharif Nagar,Yeshwantpur,West,610,yes
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Vinayaka Slum,Peenya - West,West,934,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Bheemshakthi Slum,Yeshwantpur,West,1185,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Sanjay Gandhi Nagar,Peenya - West,West,1222,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Lumbini Slum,Peenya - West,West,1420,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Muneshwar Nagar,Peenya - West,West,1540,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Buddha Nagar,Peenya - West,West,2341,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Havadigara Colony,Peenya - West,West,2353,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Sanjay Gandhi Nagar-42,Peenya - West,West,2376,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Ashraya Nagar,Peenya - West,West,2476,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Jai Bheem Nagar,Peenya - West,West,2523,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Vambe Quarters,Peenya - West,West,2600,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Kempamma badavane,Peenya - West,West,2721,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Kaveri Nagar,Peenya - West,West,2980,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Dayananda Nagar,Majestic,North,3378,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Valluvarpurm,Majestic,North,3433,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Railway Station/Ambedkar Nagar,Majestic,North,3575,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Anjaneya block,Majestic,North,3689,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,RKS,Majestic,North,3701,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Vivekananda block,Majestic,North,3707,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Gawtham Nagar,Majestic,North,3769,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Swathanthra Nagar,Majestic,North,3795,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Ambi Circle Water Tank Park,Peenya North,North,3816,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Srirampura,Majestic,North,3825,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Kasturi Nagar,Majestic,North,3827,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Jalageramma Temple,Sanjaynagar,North,3834,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Siddarthanagar,Peenya - West,West,3871,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Near Ambi circle,Peenya North,North,3874,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Sathi circle,Peenya North,North,3891,no
17,29280203249,B.B.M.P. HIGH SCHOOL MARAPPANAPALYA,B.B.M.P HIGH SCHOOL MARAPPANAPALAYABBMP High school Marappanapalya 560022,13.018,77.54904,Hanumanthapura,Majestic,North,3998,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Sharif Nagar,Yeshwantpur,West,634,yes
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Vinayaka Slum,Peenya - West,West,960,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Bheemshakthi Slum,Yeshwantpur,West,1175,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Sanjay Gandhi Nagar,Peenya - West,West,1230,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Lumbini Slum,Peenya - West,West,1407,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Muneshwar Nagar,Peenya - West,West,1545,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Buddha Nagar,Peenya - West,West,2316,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Havadigara Colony,Peenya - West,West,2329,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Sanjay Gandhi Nagar-42,Peenya - West,West,2355,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Ashraya Nagar,Peenya - West,West,2462,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Jai Bheem Nagar,Peenya - West,West,2498,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Vambe Quarters,Peenya - West,West,2577,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Kempamma badavane,Peenya - West,West,2699,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Kaveri Nagar,Peenya - West,West,2957,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Dayananda Nagar,Majestic,North,3378,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Valluvarpurm,Majestic,North,3438,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Railway Station/Ambedkar Nagar,Majestic,North,3577,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Anjaneya block,Majestic,North,3700,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,RKS,Majestic,North,3703,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Vivekananda block,Majestic,North,3717,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Gawtham Nagar,Majestic,North,3771,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Ambi Circle Water Tank Park,Peenya North,North,3792,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Swathanthra Nagar,Majestic,North,3798,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Srirampura,Majestic,North,3828,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Kasturi Nagar,Majestic,North,3828,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Near Ambi circle,Peenya North,North,3851,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Jalageramma Temple,Sanjaynagar,North,3856,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Sathi circle,Peenya North,North,3867,no
18,29280230512,B B M P H P S MARAPPANAPALYA,"BBMP HPS,MARAPPANAPALYA,YESHVANTHPURA ,BANGALORE-22",13.01789,77.54883,Siddarthanagar,Peenya - West,West,3868,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Valluvarpurm,Majestic,North,652,yes
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Dayananda Nagar,Majestic,North,814,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Railway Station/Ambedkar Nagar,Majestic,North,824,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,RKS,Majestic,North,965,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Swathanthra Nagar,Majestic,North,1023,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Gawtham Nagar,Majestic,North,1050,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Srirampura,Majestic,North,1071,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Kasturi Nagar,Majestic,North,1121,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Vivekananda block,Majestic,North,1203,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Anjaneya block,Majestic,North,1214,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Hanumanthapura,Majestic,North,1245,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Vivekananda Nagar,Majestic,North,1448,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Hanumanthappa Colony,Majestic,North,1616,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Okalipuram,Majestic,North,1631,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Rasaldhar Street,Majestic,North,1635,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Ambedkar Nagar-97,Majestic,North,1757,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,VV Giri colony,Majestic,North,1833,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,JCW Nagar,Majestic,North,1874,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Bheemshakthi Slum,Yeshwantpur,West,1885,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Lakshmanapuri,Majestic,North,1965,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Minerva Mill,Majestic,North,2337,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Gopalpura,Majestic,North,2426,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Sharif Nagar,Yeshwantpur,West,2545,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,VST colony,Majestic,North,2622,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Ashwath Nagar,JJR Nagar,Central,2689,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Vinayaka Slum,Peenya - West,West,2696,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Himalaya Huts,Majestic,North,2710,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Vinny Colony,JJR Nagar,Central,2747,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Keshava Nagar,JJR Nagar,Central,2850,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Nagamma Nagar,JJR Nagar,Central,3387,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Handigudisalu,Majestic,North,3460,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Bhakshi Garden I & II,KR Market,Central,3505,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Saw Mill Lane,KR Market,Central,3514,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,IPD Salappa Layout,Rayapuram,Central,3517,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Bhangi Colony,KR Market,Central,3542,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Sidhartha Nagar,KR Market,Central,3562,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,VS Garden,Rayapuram,Central,3604,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Cheluvadipalya,KR Market,Central,3609,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Harikunte,Rayapuram,Central,3647,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Velmurugapuram,KR Market,Central,3652,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Anjanappa Garden I & II,KR Market,Central,3676,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Jolly Mohalla,KR Market,Central,3711,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Old Pension Mohalla,KR Market,Central,3727,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,JJR Nagar North,Rayapuram,Central,3751,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Thimmenahalli,Nagarbhavi,Central,3789,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Giripuram,KR Market,Central,3833,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Sanjay Gandhi Nagar,Peenya - West,West,3915,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Corporation Colony,Nagarbhavi,Central,3923,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Anandapuram I & II,KR Market,Central,3961,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,JJR Nagar South,Rayapuram,Central,3964,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,7th & 8th Mn Rd Padarayanapura,JJR Nagar,Central,3970,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Anjaneya Temple,KR Market,Central,3992,no
19,29280503814,BBMP GIRLS HS SRIRAMPURA,Srirapuram behind Devaiah park Bus stop Bangalore,12.998165,77.564721,Adimoola Compound,KR Market,Central,3992,no
20,29280502522,CORPORATION GIRLS PU COLLEGE SRIRAMPURA,15 khalipalya BHAKTHARALl post doddaballapura tq Bangalore rural district 51204,12.998183,77.564717,Valluvarpurm,Majestic,North,654,yes
20,29280502522,CORPORATION GIRLS PU COLLEGE SRIRAMPURA,15 khalipalya BHAKTHARALl post doddaballapura tq Bangalore rural district 51204,12.998183,77.564717,Dayananda Nagar,Majestic,North,816,no
20,29280502522,CORPORATION GIRLS PU COLLEGE SRIRAMPURA,15 khalipalya BHAKTHARALl post doddaballapura tq Bangalore rural district 51204,12.998183,77.564717,Railway Station/Ambedkar Nagar,Majestic,North,826,no
20,29280502522,CORPORATION GIRLS PU COLLEGE SRIRAMPURA,15 khalipalya BHAKTHARALl post doddaballapura tq Bangalore rural district 51204,12.998183,77.564717,RKS,Majestic,North,967,no
20,29280502522,CORPORATION GIRLS PU COLLEGE SRIRAMPURA,15 khalipalya BHAKTHARALl post doddaballapura tq Bangalore rural district 51204,12.998183,77.564717,Swathanthra Nagar,Majestic,North,1025,no
20,29280502522,CORPORATION GIRLS PU COLLEGE SRIRAMPURA,15 khalipalya BHAKTHARALl post doddaballapura tq Bangalore rural district 51204,12.998183,77.564717,Gawtham Nagar,Majestic,North,1052,no
20,29280502522,CORPORATION GIRLS PU COLLEGE SRIRAMPURA,15 khalipalya BHAKTHARALl post doddaballapura tq Bangalore rural district 51204,12.998183,77.564717,Srirampura,Majestic,North,1073,no
20,29280502522,CORPORATION GIRLS PU COLLEGE SRIRAMPURA,15 khalipalya BHAKTHARALl post doddaballapura tq Bangalore rural district 51204,12.998183,77.564717,Kasturi Nagar,Majestic,North,1123,no
20,29280502522,CORPORATION GIRLS PU COLLEGE SRIRAMPURA,15 khalipalya BHAKTHARALl post doddaballapura tq Bangalore rural district 51204,12.998183,77.564717,Vivekananda block,Majestic,North,1204,no
20,29280502522,CORPORATION GIRLS PU COLLEGE SRIRAMPURA,15 khalipalya BHAKTHARALl post doddaballapura tq Bangalore rural district 51204,12.998183,77.564717,Anjaneya block,Majestic,North,1214,no
