slum_id,slum_name,ward_name,zone_name,partner_name,total_hh_survey,hhs_completed,male,female,adult,children,elder,pms,pwd,death_reported
80,Sanjay Gandhi Nagar,HMT (38),RajaRajeshwari Nagar,CFAR,375,375,692,756,1111,335,108,0,7,0
82,Sanjay Gandhi Nagar-42,Lakshmidevi Nagar (42),RajaRajeshwari Nagar,CFAR,669,663,1227,1264,1878,590,141,11,77,2
36,Sanjay Nagar,Gali Anjenaya Temple (157),Bangalore South,ActionAid,352,351,628,640,996,272,102,1,9,1
140,Sarkaari Ooni,Hosahalli (124),Bangalore South,Janasahayog,364,361,576,702,1041,237,113,1,13,0
226,Sathi circle,Rajagopalnagara (70),Dasarahalli,Sangama,736,728,1269,1297,2005,561,200,0,27,0
17,Saw Mill Lane,K R Market (139),Bangalore West,ActionAid,77,67,103,137,189,51,22,1,2,1
270,Seepkere ,Bannerghatta,Bannerghatta,SIEDS,34,33,53,57,85,25,11,0,2,0
178,Shahdab nagar,Muneshwara Nagar (48),Bangalore East,Sama Foundation,286,272,464,483,672,275,54,0,3,0
322,Sharifnagar,Malleshwaram (55),RajaRajeshwari Nagar,Janasahayog,488,441,792,882,1194,480,124,0,15,0
57,Shastri Nagar,Subhash Nagar (95),Bangalore West,CFAR,287,284,447,476,718,207,79,0,11,1
151,Shastri nagar,Adugodi (147),Bangalore South,Maarga,307,307,608,577,860,324,58,3,11,0
271,Shilidradoddi ,Bannerghatta,Bannerghatta,SIEDS,25,25,60,51,95,16,13,0,2,0
113,Shirke,Kengeri (159),Bangalore South,CFAR,154,152,275,254,372,148,25,0,3,0
286,Shivakumar Swamiji nagar,Agra,Agra,CFAR,1178,1171,1881,1966,2981,858,347,1,38,0
276,Shivanagar colony ,Kengeri (159),Bangalore South,CFAR,201,198,301,333,462,171,23,0,6,0
186,Shivaraj Road,Muneshwara Nagar (48),Bangalore East,Sama Foundation,326,313,560,618,869,310,89,0,21,0
232,Siddarth nagar ,Koramangala (151),Bangalore South,SIEDS,958,851,1434,1424,2245,611,162,0,25,0
315,Siddarthanagar ,Jalahalli ward - 16,RajaRajeshwari Nagar,CFAR,77,77,139,166,223,82,23,0,3,0
9,Sidhartha Nagar,Chalavadipalya (138),Bangalore West,ActionAid,318,310,626,622,933,313,79,3,5,0
183,Soap Factory,Muneshwara Nagar (48),Bangalore East,Sama Foundation,192,187,336,385,488,232,43,0,7,0
196,Sreenivasapura,Jakkur (5),Yelahanka,Sangama,146,134,245,211,341,115,29,0,6,0
173,Srinivas nagar,Devara Jeevanahalli (47),Bangalore East,Sama Foundation,366,353,681,710,971,422,83,0,10,0
55,Srirampura,Subhash Nagar (95),Bangalore West,CFAR,302,292,527,554,859,222,104,5,10,0
254,Sudham Nagar,Anekal,Anekal,SIEDS,120,82,204,181,322,63,63,0,6,0
174,Sugar mandi,Devara Jeevanahalli (47),Bangalore East,Sama Foundation,252,247,497,476,652,321,51,0,2,0
295,Suggappa Layout,Laggere (69),RajaRajeshwari Nagar,Sangama,1,1,1,2,3,0,0,0,0,0
169,Sujjana nagar,Devara Jeevanahalli (47),Bangalore East,Sama Foundation,157,155,303,303,456,150,21,0,3,0
224,Sumanahalli,Kottegepalya (73),RajaRajeshwari Nagar,Sangama,107,98,198,192,245,145,10,0,1,0
136,Sunnada Gudu,Yeshwanthpura (37),RajaRajeshwari Nagar,Janasahayog,719,709,1310,1401,2085,624,184,0,25,0
294,Surabhi Layout-Kannada,Jakkur (5),Yelahanka,Sangama,54,36,71,83,102,52,3,0,8,0
374,Surabhi Layout-Telugu,Jakkur (5),Yelahanka,Sangama,49,49,106,89,125,70,2,0,0,0
54,Swathanthra Nagar I,Subhash Nagar (95),Bangalore West,CFAR,878,878,1498,1605,2461,641,267,1,25,5
346,Swathanthra Nagar II,Subhash Nagar (95),Bangalore West,CFAR,826,797,1319,1404,2192,531,308,1,32,0
348,Swathanthra Nagar III,Subhash Nagar (95),Bangalore West,CFAR,152,152,237,257,414,77,43,0,2,0
339,Tank Mohalla,S K Garden(61),Bangalore East,Sama Foundation,307,307,638,637,869,408,84,0,16,0
278,Thande Periyar nagar ,Rajarajeshwari Nagar (160),RajaRajeshwari Nagar,CFAR,91,91,130,143,226,46,6,0,1,0
165,Thangamalai Nagar,Devara Jeevanahalli (47),Bangalore East,Sama Foundation,311,307,527,558,816,268,91,0,8,0
255,Thigalara Beedi,Anekal,Anekal,SIEDS,222,220,391,391,645,137,107,0,8,0
162,Thilaknagar,Pattabhiram Nagar (168),Bangalore South,Maarga,789,786,1442,1485,2199,727,205,0,27,0
72,Thimmenahalli,Govindaraj Nagar (104),Bangalore West,CFAR,174,167,282,293,454,123,62,0,8,0
194,Thirumenahalli,Jakkur (5),Yelahanka,Sangama,216,194,400,377,491,286,16,0,5,0
170,Tippu Mohalla,Devara Jeevanahalli (47),Bangalore East,Sama Foundation,204,203,379,402,510,270,26,0,6,0
18,Tippu Nagar,K R Market (139),Bangalore West,ActionAid,701,683,1354,1294,1891,756,168,3,9,0
158,Urs colony,Jayanagar East (170),Bangalore South,Maarga,492,484,900,968,1371,496,124,3,11,0
317,Vallavarpuram,Subhash Nagar (95),Bangalore West,CFAR,345,345,648,683,1046,285,114,0,15,1
320,Vambay quarters,Lakshmidevi Nagar (42),RajaRajeshwari Nagar,CFAR,251,250,412,440,659,191,49,0,12,0
172,Varalakshmi nagar,Devara Jeevanahalli (47),Bangalore East,Sama Foundation,101,98,207,205,296,116,14,0,1,0
284,Vasanthapura,Vasanthpura (197),Bommanahalli,CFAR,1122,1104,2031,2022,3179,851,252,4,57,0
99,Veerabhadra Nagar I,Deepanjali Nagar (158),Bangalore South,CFAR,1043,1040,2086,1955,2942,1099,99,2,24,0
365,Veerabhadra Nagar II,Deepanjali Nagar (158),Bangalore South,CFAR,392,392,653,709,1024,338,71,0,3,0
213,Veerannapalya,Byatryanapura (7),Yelahanka,Sangama,41,39,78,53,96,35,4,0,1,0
19,Velmurugapuram,K R Market (139),Bangalore West,ActionAid,223,207,399,393,636,156,75,2,2,5
340,Venkatappa Layout,Ullalu (130),RajaRajeshwari Nagar,Janasahayog,29,25,55,52,71,36,8,0,2,0
274,Venkateshwara slum ,Hampinagar (133),Bangalore South,CFAR,198,198,354,360,535,182,34,0,7,0
375,Vikasa Nagara,Chokkasandra (39),Dasarahalli,Thamate,47,47,77,51,110,19,4,0,1,0
336,Vinayaka,Malleshwaram (55),RajaRajeshwari Nagar,Janasahayog,145,140,246,276,398,124,38,0,4,0
27,Vinayaka Nagar,Jagajivanaramnagar (136),Bangalore West,ActionAid,412,406,767,777,1151,394,103,0,19,0
88,Vinayaka Slum,Nayandahalli  (131),Bangalore West,CFAR,345,342,739,694,942,486,31,6,3,1
30,Vinny Colony,Cottonpete (120),Bangalore West,ActionAid,105,90,153,174,274,53,30,1,15,0
39,Vinoba nagar,Sudham Nagara (118),Bangalore South,ActionAid,714,713,1211,1215,1821,606,138,17,8,2
331,Virupakshapura,Vidyaranyapuram,Yelahanka,Sangama,51,49,104,95,128,71,3,0,0,0
293,Vishwavani Nagara,Jakkur (5),Yelahanka,Sangama,132,92,174,161,265,70,22,0,7,0
67,Vivekananda block ,Datatraya (77),Bangalore West,CFAR,727,726,1152,1184,1922,414,223,0,8,0
56,Vivekananda Nagar,Subhash Nagar (95),Bangalore West,CFAR,400,399,655,661,1019,298,76,0,14,0
234,VS Garden,Rayapuram (137),Bangalore West,Thamate,1042,1041,2018,1958,3154,821,225,0,47,0
59,VST Colony,Subhash Nagar (95),Bangalore West,CFAR,95,95,144,159,244,62,35,0,7,0
62,VV Giri colony,Gandhi Nagar (94),Bangalore West,CFAR,343,341,629,636,954,312,64,0,13,0
189,Waseem Layout,Jakkur (5),Yelahanka,Sangama,162,160,335,317,462,190,31,0,2,0
314,Weigh Bridge Community,Bellandur (150),Mahadevapura,Gubbachi,687,627,1110,781,1475,415,7,0,1,0
316,Yadalamma nagar,Uttarahalli (184),Bommanahalli,CFAR,418,417,694,674,1086,278,108,0,15,0
310,Yalamma Temple Community KA,Bellandur (150),Mahadevapura,Gubbachi,486,480,811,705,1139,377,25,0,4,0
261,Yamare 2 sites,Yamare,Yamare,Gubbachi,150,146,219,190,317,91,0,0,0,0
306,Zakir Bangla community KA,Bellandur (150),Mahadevapura,Gubbachi,956,954,1481,944,1910,511,7,0,0,0
